state,year,constituency,ac_no,district,sub_region,reservations,candidate_name,party,party_eci,url,winner,gender,age,so_do,address,profession,spouse_profession,criminal_cases,serious_criminal_cases,education,assets,liabilities,net_assets,filed_itr,declared_pan,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks
Uttar Pradesh,2022,LUCKNOW EAST,,LUCKNOW,,,Aashish Kumar Sinha,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2667,false,Male,42,Lt. Umesh Kumar Sinha,,Lawyer,Document Writer,2,true,Post Graduate,93559817,28783500,64776317,true,true,,,,,
Uttar Pradesh,2022,HASANPUR,,AMROHA,,,Aasim Sabri,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1583,false,Male,44,Liyaqat,,Agriculture,Nil,1,true,Graduate Professional,48719946,2958148,45761798,true,true,,,,,
Uttar Pradesh,2022,BITHARI CHAINPUR,,BAREILLY,,,Abdul Fahim,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1073,false,Male,37,Abdul Hafeej,,Driver,House wife,0,false,Graduate,3028026,0,3028026,true,true,,,,,
Uttar Pradesh,2022,HASANPUR,,AMROHA,,,Abdul Khaliq,Naki Bharatiya Ekta Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1579,false,Male,35,Jyaul Hasan,,Driver,House wife,0,false,8th Pass,1753000,0,1753000,true,true,,,,,
Uttar Pradesh,2022,SANDILA,,HARDOI,,,Abdul Mannan,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2612,false,Male,65,Abdul Jabbar,,Social woker Agriculture,House Wife,0,false,Graduate,54020629,5373330,48647299,true,true,,,,,
Uttar Pradesh,2022,CHAMRAUA,,RAMPUR,,,Abdul Mustafa Husain,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1191,false,Male,42,Haji Nisar Husain,,Agriculture Work,Nil,2,true,Graduate Professional,11638982,0,11638982,true,true,,,,,
Uttar Pradesh,2022,HUSAINGANJ,,FATEHPUR,,,Abdul Rajik,AAP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2853,false,Male,49,A. Wahab,,Pension,House wife,0,false,12th Pass,6024677,0,6024677,true,true,,,,,
Uttar Pradesh,2022,BANGERMAU,,UNNAO,,,Abdul Rzzak Mansuri,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2469,false,Male,60,Late. Rasool Bakhsh Mansoori,,Private Job,NA,0,false,8th Pass,145000,0,145000,true,true,,,,,
Uttar Pradesh,2022,GARHMUKTESHWAR,,HAPUR,,,Abha Chaudhary,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=245,false,Female,42,Sachin Choudhary,,"Social worker, House wife and Business","Social Worker, Agriculture and Advisor ",0,false,Post Graduate,195500065,10980849,184519216,true,true,,,,,
Uttar Pradesh,2022,MUZAFFAR NAGAR,,MUZAFFARNAGAR,,,Abha Sharma,AAP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=790,false,Female,40,Krishan Avtar Sharma,,House wife,Transporter,0,false,Graduate Professional,5600000,0,5600000,true,true,,,,,
Uttar Pradesh,2022,SARENI,,RAE BARELI,,,Abhay Kumar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2364,false,Male,36,Late Ram Ratan,,Business ,House Wife,0,false,12th Pass,442000,0,442000,true,true,,,,,
Uttar Pradesh,2022,PATIYALI,,KASGANJ,,,Abhay Pratap Singh,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1937,false,Male,32,Prathma Nand,,Labour ,House Wife ,0,false,Post Graduate,1370000,0,1370000,true,true,,,,,
Uttar Pradesh,2022,BITHOOR,,KANPUR NAGAR,,,Abhijeet Singh,BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1753,false,Male,39,Lt. Dhirendra Singh,,Agriculture Business &amp; Business,House wife,5,true,Graduate,63979334,5026198,58953136,true,true,https://myneta.info/Uttarpradesh2022/index.php?action=affidavitComparison&myneta_folder2=uttarpradesh2017&id1=1753&id2=2717,63979334,44274840,19704494,
Uttar Pradesh,2022,KIDWAI NAGAR,,KANPUR NAGAR,,,Abhimanyu,SP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2243,false,Male,38,Pawan,,Advocate,Pvt. Tuition ,1,true,Post Graduate,13681384,4003372,9678012,true,true,,,,,
Uttar Pradesh,2022,BINDKI,,FATEHPUR,,,Abhimanyu Singh,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2265,false,Male,40,Amar Singh,,Agriculture and Business,Business,1,false,Graduate,182463630,0,182463630,true,true,,,,,
Uttar Pradesh,2022,UNNAO,,UNNAO,,,Abhinav Kumar,SP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2487,false,Male,31,Late Deepak Kumar,,"Agriculture, House Rent Income &amp; Interest  Income",Not Applicable ,0,false,Graduate Professional,41320000,1800000,39520000,true,true,,,,,
Uttar Pradesh,2022,SANDILA,,HARDOI,,,Abhinay Gupta,Bhartiya Shakti Chetna Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2615,false,Male,28,Ram Parsad Gupta,, Agriculture,NA,0,false,Graduate,2826000,600000,2226000,true,true,,,,,
Uttar Pradesh,2022,NAGINA (SC),,BIJNOR,,,Abhinay Kumar,Peoples Party of India (Democratic),,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1132,false,Male,35,Maimal Singh,,Advocate,Service,0,false,Graduate Professional,1508457,0,1508457,true,true,,,,,
Uttar Pradesh,2022,CHARTHAWAL,,MUZAFFARNAGAR,,,Abhishek,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=599,false,Male,36,Sadhu singh,,Unemployed,House wife,0,false,12th Pass,213852,0,213852,true,true,,,,,
Uttar Pradesh,2022,SAROJINI NAGAR,,LUCKNOW,,,Abhishek Mishra,SP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2630,false,Male,44,Jai Shankar Mishra,,Poiltics and Management Consultant,Management Consultant,3,false,Doctorate,79311256,1425000,77886256,true,true,,,,,
Uttar Pradesh,2022,TILHAR,,SHAHJAHANPUR,,,Abhishek Singh Kushwaha,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1314,false,Male,31,Durvijay Singh,,Agriculture,Unmarried,0,false,Graduate,33000,0,33000,true,true,,,,,
Uttar Pradesh,2022,GOLA GOKRANNATH,,KHERI,,,Abhishekh Kumari,Nai Kranti Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2549,false,Female,26,Rahul Kumar,,Private Job &amp; Tuition,Private Job ,0,false,Graduate,500271,0,500271,true,true,,,,,
Uttar Pradesh,2022,THAKURDWARA,,MORADABAD,,,Abid,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=911,false,Male,56,Hamid,,Agriculture and Contractor ,House Wife ,0,false,12th Pass,12065624,1688566,10377058,true,true,,,,,
Uttar Pradesh,2022,HASANPUR,,AMROHA,,,Abrar Ahmad,Aazad Samaj Party (Kanshi Ram),,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1048,false,Male,49,Shafaqat Ali,,Business and Agriculture,Dependent on Husband income,0,false,12th Pass,10962407,0,10962407,true,true,,,,,
Uttar Pradesh,2022,MALIHABAD (SC),,LUCKNOW,,,Acche Lal,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2734,false,Male,32,Ram Kumar,,Agriculture Labour,Housewife ,0,false,8th Pass,976550,0,976550,true,true,,,,,
Uttar Pradesh,2022,MOHAN (SC),,UNNAO,,,Achhey Lal,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2486,false,Male,37,Shivraj,,Agriculture ,No,0,false,5th Pass,977508,0,977508,true,true,,,,,
Uttar Pradesh,2022,BISWAN,,SITAPUR,,,Adarsh,AAP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2417,false,Male,52,Awdhesh Kumar,,Business,Business,0,false,Post Graduate,5811000,690000,5121000,true,true,,,,,
Uttar Pradesh,2022,BHARTHANA (SC),,ETAWAH,,,Adarsh,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1854,false,Female,61,Rakesh,,House Wife,,0,false,12th Pass,14158000,0,14158000,true,true,,,,,
Uttar Pradesh,2022,BAREILLY CANTT.,,BAREILLY,,,Adarsh Kumar Gupta,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1253,false,Male,43,Kishan Lal Gupta,,Business,Business,0,false,Post Graduate,3604536,1500000,2104536,true,true,,,,,
Uttar Pradesh,2022,SUAR,,RAMPUR,,,Adhyapak Shanker Lal,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1184,false,Male,41,Jorabar Singh,,Pvt. Teacher,Anganwadi Worker,1,true,Post Graduate,2717236,372000,2345236,true,true,,,,,
Uttar Pradesh,2022,TINDWARI,,BANDA,,,Adishakti,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2574,false,Female,44,Rajesh Kumar,,Agriculture  &amp; Business,Agriculture  &amp; Business,0,false,Post Graduate,37597814,1700000,35897814,true,true,,,,,
Uttar Pradesh,2022,RAE BARELI,,RAE BARELI,,,Aditi Singh,BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2338,false,Female,34,Angad Singh,,Business and Agriculture ,Business and Agriculture ,0,false,Post Graduate,309853494,36181193,273672301,true,true,https://myneta.info/Uttarpradesh2022/index.php?action=affidavitComparison&myneta_folder2=uttarpradesh2017&id1=2338&id2=2902,309853494,1398456,308455038,Party in last election was INC
Uttar Pradesh,2022,JAHANABAD,,FATEHPUR,,,Aditya Pandey,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2836,false,Male,60,Vipin Bihari,,"Brick Kiln, Director in Cold Storage, MLA Pension, Agriculture &amp; Interest in Bank Deposit","Director in Cold Storage, Teacher,  Agriculture &amp; Interest in Bank Deposit",4,true,Graduate,169860760,22992644,146868116,true,true,,,,,
Uttar Pradesh,2022,SIDHAULI (SC),,SITAPUR,,,Aditya Prakash,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2448,false,Male,50,Babu Ram,,Business,Housewife,0,false,Graduate Professional,27592539,904734,26687805,true,true,,,,,
Uttar Pradesh,2022,KANTH,,MORADABAD,,,Afaq Ali Khan,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=909,false,Male,59,Rizwan Ahmad Khan,,"Agriculture, Social Work",House wife,0,false,10th Pass,10880000,200000,10680000,true,true,,,,,
Uttar Pradesh,2022,BISWAN,,SITAPUR,,,Afzaal Kausar,SP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2413,false,Male,46,Iqbal Husain Ansari,,Agriculture &amp; Gardening,NA,0,false,Post Graduate,2834707,258973,2575734,true,true,,,,,
Uttar Pradesh,2022,MEERUT,,MEERUT,,,Afzal,Sabse Achchhi Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=182,false,Male,51,Late Ahmed,,E-Richshaw Service and Drive,House Wife,2,true,8th Pass,4811000,0,4811000,true,true,,,,,
Uttar Pradesh,2022,MEERUT SOUTH,,MEERUT,,,Afzal,Sabse Achchhi Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=341,false,Male,51,Late Ahmed,,E-Rickshaw Service and Drive,House Wife,2,true,8th Pass,4811000,0,4811000,true,true,,,,,
Uttar Pradesh,2022,BITHARI CHAINPUR,,BAREILLY,,,Agam Kumar Maurya,SP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1074,false,Male,35,C P Maurya,,Technical Consultancy," Incharge Assistant Teacher, P.B. Ramnagriya Bahanwawganj, Bareilly",2,true,Graduate Professional,7454184,0,7454184,true,true,,,,,
Uttar Pradesh,2022,BARHAPUR,,BIJNOR,,,Ahasan Ali,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1125,false,Male,45,Abdul Mazeed,,Agriculture and Business,House wife,0,false,Graduate Professional,10425000,1787000,8638000,true,true,,,,,
Uttar Pradesh,2022,SHAHABAD,,HARDOI,,,Ahivran,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2683,false,Male,63,Ramnath,,Agriculture,House Wife,0,false,Post Graduate,19794548,0,19794548,true,true,,,,,
Uttar Pradesh,2022,BITHARI CHAINPUR,,BAREILLY,,,Ahmad Husain,Aazad Samaj Party (Kanshi Ram),,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1556,false,Male,47,Mangis Vakhs,,Labour ,House Wife ,0,false,8th Pass,5050000,0,5050000,false,false,,,,,
Uttar Pradesh,2022,HASANPUR,,AMROHA,,,Ahtesham Rza Hashmi,All India Majlis-E-Ittehadul Muslimeen,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1586,false,Male,33,Yusuf Ali,,Private Urdu Teaching,Not Applicable ,0,false,Literate,1946722,0,1946722,true,true,,,,,
Uttar Pradesh,2022,KALPI,,JALAUN,,,Ainul Hasan Mansoori,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2101,false,Male,48,Shamsul Hasan,,Business ,NA,0,false,10th Pass,111036,0,111036,true,true,,,,,
Uttar Pradesh,2022,BHOJPUR,,FARRUKHABAD,,,Ajaj Ahmad,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1880,false,Male,35,Riyaj Ahmad,,Business,House Wife,0,false,Graduate,1200000,0,1200000,true,true,,,,,
Uttar Pradesh,2022,SAHARANPUR,,SAHARANPUR,,,Ajab Singh,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=932,false,Male,45,Chauhal,,"Agriculture, Business",Housewife and Business,5,true,10th Pass,47824000,1392000,46432000,true,true,,,,,
Uttar Pradesh,2022,SHAMLI,,SHAMLI,,,Ajay,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=630,false,Male,39,Yogendra,,Business,House Wife,0,false,10th Pass,371500,0,371500,true,true,,,,,
Uttar Pradesh,2022,KHAGA (SC),,FATEHPUR,,,Ajay Chaodhari,Bhartiya Shakti Chetna Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2866,false,Male,48,Ram Autar,,Agriculture,Anganwadi,0,false,Graduate,1763000,150000,1613000,true,true,,,,,
Uttar Pradesh,2022,BAHERI,,BAREILLY,,,Ajay Gangwar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1224,false,Male,28,Narayan Das,,Agriculture ,House wife,1,true,Graduate Professional,4180000,400000,3780000,true,true,,,,,
Uttar Pradesh,2022,KIDWAI NAGAR,,KANPUR NAGAR,,,Ajay Kapoor,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1773,false,Male,56,Late Krishna Gopal Kapoor,,Partner Samruddhi Complex &amp; Vijay Enterprises,Partners in Vishal Industries (Rental Income) and Samrruddhi Complex,2,false,Graduate,694617271,99354343,595262928,true,true,,,,,
Uttar Pradesh,2022,CHARTHAWAL,,MUZAFFARNAGAR,,,Ajay Kashyap,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=779,false,Male,27,Surendra Kumar,,Pvt. Job,House wife,0,false,12th Pass,3785000,0,3785000,true,true,,,,,
Uttar Pradesh,2022,SIKANDRABAD,,BULANDSAHAR,,,Ajay Kumar,Lok Dal,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=288,false,Male,48,Jatan Singh,,Private Business ,Private Business ,0,false,Others,112230205,3825000,108405205,true,true,,,,,
Uttar Pradesh,2022,FATEHABAD,,AGRA,,,Ajay Kumar,Log Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=467,false,Male,30,Radheyshyam Sharma,,Pvt Job,Housewife,0,false,Graduate,230000,0,230000,true,true,,,,,
Uttar Pradesh,2022,CHHAPRAULI,,BAGHPAT,,,Ajay Kumar,RLD,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=676,false,Male,64,Mahak Singh,,Pensioner,NA,1,false,Doctorate,44536185,0,44536185,true,true,,,,,
Uttar Pradesh,2022,CHHAPRAULI,,BAGHPAT,,,Ajay Kumar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=680,false,Male,48,Rajpal Singh,,Agriculture,House Wife,0,false,12th Pass,9465000,1100000,8365000,true,true,,,,,
Uttar Pradesh,2022,KHAGA (SC),,FATEHPUR,,,Ajay Kumar,SHS,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2858,false,Male,36,Ram Vishal,,Agriculture &amp; Business,House Wife,0,false,Graduate,5975000,0,5975000,true,true,,,,,
Uttar Pradesh,2022,TIRWA,,KANNAUJ,,,Ajay Kumar,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2144,false,Male,48,Chandra Prakash,,NA,NA,0,false,Graduate,13987074,949771,13037303,true,true,,,,,
Uttar Pradesh,2022,BABERU,,BANDA,,,Ajay Kumar,BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2585,false,Male,44,Binda Prasad,,Agriculture harvest,Not Applicable,0,false,Post Graduate,35208000,500000,34708000,true,true,,,,,
Uttar Pradesh,2022,LUCKNOW CANTT.,,LUCKNOW,,,Ajay Kumar,AAP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2648,false,Male,58,Late Beni Madhav,,Pension &amp; Trading Business,Icon Infra State Services Pvt Ltd ,0,false,Others,30548183,2263665,28284518,true,true,,,,,
Uttar Pradesh,2022,SAMBHAL,,SAMBHAL,,,Ajay Kumar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1021,false,Male,51,Ram Kishor,,Agriculture,House Wife,0,false,12th Pass,19965000,300000,19665000,true,true,,,,,
Uttar Pradesh,2022,MALIHABAD (SC),,LUCKNOW,,,Ajay Kumar Rawat,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2735,false,Male,49,Babu Lal Rawat,,Doctor ,Housewife ,0,false,Post Graduate,12576804,1885587,10691217,true,true,,,,,
Uttar Pradesh,2022,SIKANDRABAD,,BULANDSAHAR,,,Ajay Kumar Sharma,Loktantrik Janshakti Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=289,false,Male,43,Kanti Prasad Sharma,,Legal Business ,Not Applicable ,0,false,Graduate Professional,4113000,0,4113000,true,true,,,,,
Uttar Pradesh,2022,LUCKNOW CANTT.,,LUCKNOW,,,Ajay Kumar Singh,Rashtriya Rashtrawadi Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2649,false,Male,50,Rama Ji Singh,,Business,Business,0,false,Graduate,17936290,35000,17901290,true,true,,,,,
Uttar Pradesh,2022,LUCKNOW NORTH,,LUCKNOW,,,Ajay Kumar Srivastava,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2751,false,Male,45,Shatrughan Nath Srivastava,,"Academician, Job",Job (assistant manager),3,true,Graduate,22840072,1325117,21514955,true,true,,,,,
Uttar Pradesh,2022,SHAHJAHANPUR,,SHAHJAHANPUR,,,Ajay Mera Pandey,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=956,false,Male,68,Shri Vimlesh Pandey,,"M/S Meera Enterprises, GSTN-09BAIPP5092GIZB",Not Applicable ,0,false,Post Graduate,825271,0,825271,true,true,,,,,
Uttar Pradesh,2022,CHANDPUR,,BIJNOR,,,Ajay Pal Singh,Peoples Party of India (Democratic),,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1260,false,Male,39,Hosh Ram,,Beekeeping,House Maker,1,true,12th Pass,2044363,400000,1644363,true,true,,,,,
Uttar Pradesh,2022,THAKURDWARA,,MORADABAD,,,Ajay Pratap Singh,BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1167,false,Male,38,Birendra Singh,,Agriculture,Housewife,1,true,Graduate Professional,11183717,1626696,9557021,true,true,,,,,
Uttar Pradesh,2022,ETAH,,ETAH,,,Ajay Singh,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1616,false,Male,57,Lt. Badan Singh,,Agriculture and Business,Agriculture &amp; Rent from Property,4,true,12th Pass,138382081,0,138382081,true,true,,,,,
Uttar Pradesh,2022,BHAGWANTNAGAR,,UNNAO,,,Ajay Singh,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2504,false,Male,30,Gangabaksh Singh,,Business (Actor)/Agriculture/Private Job,Unmarried,0,false,Graduate,3478225,914531,2563694,true,true,,,,,
Uttar Pradesh,2022,AMRITPUR,,FARRUKHABAD,,,Ajay Singh Rajput,Bahujan Mukti Party,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1865,false,Male,43,Hakim Singh,,No,No,0,false,Graduate Professional,3435000,0,3435000,true,true,,,,,
Uttar Pradesh,2022,MAHOLI,,SITAPUR,,,Ajay Verma,Bharatiya Jan Kranti Dal (Democratic),,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2383,false,Male,57,Virender Kumar,,Agriculture,House Wife,0,false,Graduate,9766358,150000,9616358,true,true,,,,,
Uttar Pradesh,2022,GUNNAUR,,SAMBHAL,,,Ajeet Kumar Alias Raju Yadav,BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=984,false,Male,45,Jugal Kishor,,Agriculture &amp; Business,House Wife,2,true,12th Pass,46104841,348758,45756083,true,true,https://myneta.info/Uttarpradesh2022/index.php?action=affidavitComparison&myneta_folder2=uttarpradesh2017&id1=984&id2=1507,46104841,17534467,28570374,
Uttar Pradesh,2022,SAHIBABAD,,GHAZIABAD,,,Ajeet Kumar Pal,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=317,false,Male,50,Late Maam Chand,,Business,House Wife,0,false,8th Pass,45485250,2700000,42785250,true,true,,,,,
Uttar Pradesh,2022,NAUGAWAN SADAT,,AMROHA,,,Ajit Kumar,Rashtrawadi Janlok Party (Satya),,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=868,false,Male,45,Bharat Singh,,Agriculture,House wife,0,false,Post Graduate,2535000,0,2535000,true,true,,,,,
Uttar Pradesh,2022,BHOGNIPUR,,KANPUR DEHAT,,,Ajendra Singh,Aazad Samaj Party (Kanshi Ram),,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1743,false,Male,42,Phool Singh,,Agriculture ,Agriculture ,0,false,Doctorate,721916,0,721916,true,true,,,,,
Uttar Pradesh,2022,HATHRAS (SC),,HATHRAS,,,Ajit Kumar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2042,false,Male,26,Dal Chandra,,Agricultural Labour,Agricultural Labour,1,true,Graduate,971452,0,971452,true,true,,,,,
Uttar Pradesh,2022,MURADNAGAR,,GHAZIABAD,,,Ajit Pal Tyagi,BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=134,false,Male,48,Rajpal Tyagi,,"MLAs Salary Rs. 125000/- and Allowance, Company Director",Business,0,false,Graduate Professional,93976473,10600000,83376473,true,true,https://myneta.info/Uttarpradesh2022/index.php?action=affidavitComparison&myneta_folder2=uttarpradesh2017&id1=134&id2=179,93976473,58849760,35126713,
Uttar Pradesh,2022,SIKANDRA,,KANPUR DEHAT,,,Ajit Singh Pal,BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1739,false,Male,43,Late. Mathura Prasad Pal,,"Engineer, Agriculture, MLA Salary",House Wife,0,false,Post Graduate,28031251,718462,27312789,true,true,https://myneta.info/Uttarpradesh2022/index.php?action=affidavitComparison&myneta_folder2=uttarpradesh2017&id1=1739&id2=5857,28031251,20208522,7822729,
Uttar Pradesh,2022,SANDI (SC),,HARDOI,,,Akanksha Verma,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2699,false,Female,32,Brijesh Kumar Rawat,,House Wife,Business,0,false,Graduate,616600,0,616600,true,true,,,,,
Uttar Pradesh,2022,RAMPUR,,RAMPUR,,,Akash Saxena (Honey),BJP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=846,false,Male,46,Shiv Bahadur Saxena,,Business,Business,0,false,12th Pass,53644627,11227031,42417596,true,true,,,,,
Uttar Pradesh,2022,JALESAR (SC),,ETAH,,,Akash Singh,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1624,false,Male,27,Satendra Kumar,,Advocate,Nil,0,false,Post Graduate,16467671,0,16467671,true,true,,,,,
Uttar Pradesh,2022,AGRA CANTT. (SC),,AGRA,,,Akash Soni,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=20,false,Female,26,Ajeet soni,,Entertainment greetings,Not Applicable,0,false,5th Pass,95891,0,95891,true,true,,,,,
Uttar Pradesh,2022,AMROHA,,AMROHA,,,Akbar Ali,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1233,false,Male,36,Pyare Nabi,,Teacher in Madrasa ,House wife,0,false,Post Graduate,1061055,0,1061055,true,true,,,,,
Uttar Pradesh,2022,MORADABAD RURAL,,MORADABAD,,,Akeel Choudhary,BSP,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1171,false,Male,52,Alam Ali,,"Agriculture, Social Worker",House Wife,0,false,Literate,11070000,0,11070000,true,true,,,,,
Uttar Pradesh,2022,PATIYALI,,KASGANJ,,,Akhalesh,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1936,false,Male,38,Chandrapal Singh,,Agriculture,House Wife ,0,false,12th Pass,420000,0,420000,true,true,,,,,
Uttar Pradesh,2022,ATRAULI,,ALIGARH,,,Akhalesh Devi,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=100,false,Female,37,Girish Kumar,,House Wife,Labour,0,false,Illiterate,1151385,0,1151385,true,true,,,,,
Uttar Pradesh,2022,CHHARRA,,ALIGARH,,,Akhilesh Kumar,INC,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=492,false,Male,47,Rajendra Kumar,,Agriculture &amp; Rent ,House Wife ,0,false,Graduate,22816376,0,22816376,true,true,,,,,
Uttar Pradesh,2022,CHAMRAUA,,RAMPUR,,,Akhilesh Kumar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=916,false,Male,51,Prasadi,,Agriculture &amp; Shops ,Nil,0,false,8th Pass,14311000,700000,13611000,true,true,,,,,
Uttar Pradesh,2022,DADRAUL,,SHAHJAHANPUR,,,Akhilesh Kumar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1013,false,Male,56,Vidhya Sagar,,Agriculture ,Agriculture ,0,false,12th Pass,11978000,1300000,10678000,true,true,,,,,
Uttar Pradesh,2022,LALITPUR,,LALITPUR,,,Akhilesh Kumar,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=1945,false,Male,38,Sukhdev,,NIL,NIL,3,false,Graduate,1750000,0,1750000,true,true,,,,,
Uttar Pradesh,2022,BIDHUNA,,AURAIYA,,,Akhilesh Kumar Tripathi,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2207,false,Male,43,Bateshvar Dayal,,Teacher (Private),"Head (Bandhmau), Hand Craftsman",0,false,Post Graduate,8935010,0,8935010,true,true,,,,,
Uttar Pradesh,2022,SHAHABAD,,HARDOI,,,Akhilesh Pathak,IND,,http://myneta.info/Uttarpradesh2022/candidate.php?candidate_id=2690,false,Male,53,Late Atmaram Pathak,,Contractor &amp; Agriculture,NA,1,false,Post Graduate,140990000,21000000,119990000,true,true,,,,,
